index,AGEB,MZA,P_TOTAL,POB65_MAS,GRAPROES,PROM_HNV,VIVTOT,PRO_OCUP_C,PROM_OCUP,VPH_PC,OTRAENT,P_0A5
4294,8445,23,12.0,3.0,9.25,2.4,6.0,1.0,4.0,5.0,9.0,0.0
4295,8445,24,40.0,3.0,7.0,1.62,19.0,1.43,4.0,3.0,19.0,0.0
4296,8445,26,61.0,0.0,6.09,1.67,16.0,1.66,4.14,0.0,31.0,10.0
4297,8445,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4298,8445,28,44.0,0.0,7.89,2.27,10.0,1.42,4.4,3.0,11.0,8.0
4299,8445,33,127.0,3.0,6.71,2.18,36.0,1.74,4.1,4.0,55.0,13.0
4300,8445,35,19.0,0.0,6.25,1.67,8.0,1.46,3.8,0.0,10.0,9.0
4301,8445,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4302,8445,37,129.0,0.0,5.71,2.36,38.0,2.58,4.16,0.0,79.0,19.0
4303,8445,38,8.0,0.0,8.0,1.5,3.0,1.14,2.67,0.0,4.0,8.0
4304,8445,40,34.0,6.0,7.09,3.15,11.0,1.31,3.78,0.0,17.0,0.0
4305,8445,41,36.0,0.0,6.5,2.0,9.0,2.12,4.5,0.0,12.0,0.0
4306,8445,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4307,8445,43,27.0,0.0,8.67,1.62,7.0,1.35,3.86,0.0,13.0,3.0
4308,8445,44,89.0,5.0,6.95,2.48,32.0,1.35,3.71,5.0,45.0,7.0
4309,8445,45,14.0,5.0,8.6,1.0,6.0,2.8,3.5,0.0,9.0,0.0
4310,8445,46,38.0,0.0,5.46,1.92,9.0,2.71,4.22,0.0,17.0,8.0
4311,8445,47,40.0,0.0,6.77,1.73,11.0,1.82,3.64,0.0,23.0,8.0
4312,8445,48,131.0,3.0,6.27,2.87,33.0,1.93,4.23,0.0,85.0,18.0
4313,8445,49,32.0,0.0,5.5,2.09,8.0,2.13,4.0,0.0,20.0,5.0
4314,8445,50,74.0,0.0,5.52,2.96,20.0,2.24,4.11,0.0,36.0,14.0
4315,8445,51,52.0,0.0,6.0,2.53,14.0,2.0,3.71,0.0,31.0,9.0
4316,8445,52,31.0,0.0,5.64,2.44,9.0,2.58,3.88,0.0,14.0,9.0
4317,8445,53,62.0,0.0,5.95,2.81,17.0,2.58,4.13,0.0,38.0,10.0
4318,8445,54,13.0,0.0,8.0,2.5,7.0,1.18,2.6,0.0,8.0,5.0
4320,845A,1,75.0,5.0,9.24,2.38,22.0,0.97,3.57,10.0,30.0,8.0
4321,845A,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4322,845A,3,19.0,0.0,8.21,2.63,6.0,0.83,3.8,3.0,5.0,0.0
4323,845A,4,129.0,8.0,6.76,2.41,37.0,1.17,3.91,7.0,50.0,8.0
4324,845A,5,60.0,5.0,12.34,1.58,24.0,0.81,3.16,11.0,25.0,8.0
4325,845A,6,27.0,0.0,11.81,1.5,14.0,0.64,3.0,7.0,13.0,0.0
4326,845A,7,37.0,0.0,13.22,1.4,18.0,0.69,3.7,9.0,9.0,4.0
4327,845A,8,49.0,0.0,11.95,1.26,16.0,0.71,3.27,10.0,11.0,4.0
4328,845A,9,85.0,0.0,8.28,2.03,23.0,1.23,4.05,6.0,34.0,16.0
4329,845A,10,39.0,0.0,8.44,2.85,15.0,1.08,3.55,4.0,14.0,16.0
4330,845A,11,42.0,0.0,6.48,3.25,11.0,1.31,4.67,0.0,13.0,12.0
4331,845A,12,118.0,9.0,7.17,3.08,33.0,1.19,4.21,8.0,55.0,9.0
4332,845A,13,60.0,9.0,13.58,1.28,23.0,0.71,3.33,14.0,17.0,4.0
4333,845A,14,226.0,4.0,11.99,1.52,78.0,0.75,3.48,51.0,75.0,20.0
4334,845A,15,148.0,3.0,8.09,2.23,44.0,1.12,3.89,9.0,57.0,15.0
4335,845A,17,119.0,3.0,12.08,1.35,38.0,0.8,3.5,27.0,34.0,11.0
4336,845A,18,111.0,3.0,13.03,1.57,39.0,0.73,3.38,25.0,32.0,10.0
4337,845A,19,123.0,3.0,13.52,1.5,38.0,0.73,3.62,30.0,44.0,13.0
4338,845A,20,99.0,5.0,12.12,1.77,34.0,0.78,3.54,22.0,33.0,13.0
4339,845A,21,54.0,5.0,12.12,1.09,24.0,0.74,2.7,16.0,32.0,9.0
4340,845A,24,83.0,3.0,11.24,1.47,30.0,0.86,3.46,17.0,24.0,8.0
4341,845A,25,74.0,0.0,13.27,1.37,21.0,0.82,3.7,15.0,18.0,6.0
4342,845A,26,44.0,0.0,13.5,2.22,16.0,0.67,3.14,10.0,14.0,7.0
4343,845A,27,76.0,0.0,12.82,1.22,22.0,0.86,3.62,18.0,16.0,6.0
4344,845A,28,51.0,0.0,11.3,1.27,21.0,0.77,3.19,10.0,17.0,6.0
4345,845A,29,30.0,0.0,11.92,1.83,11.0,0.71,3.33,6.0,10.0,3.0
4346,845A,30,123.0,0.0,12.74,1.57,42.0,0.87,3.51,28.0,30.0,11.0
4347,845A,31,18.0,0.0,8.54,2.9,7.0,1.0,4.5,28.0,11.0,5.0
4348,845A,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4349,845A,33,98.0,0.0,12.51,1.4,36.0,0.75,3.06,20.0,35.0,0.0
4350,845A,34,32.0,0.0,7.65,2.8,11.0,1.52,5.33,20.0,24.0,0.0
4351,845A,35,5.0,0.0,7.65,2.8,1.0,1.52,5.33,20.0,24.0,0.0
4353,8464,1,179.0,6.0,7.88,2.25,52.0,1.36,3.98,17.0,95.0,15.0
4354,8464,2,183.0,6.0,8.15,2.18,45.0,1.14,4.26,20.0,81.0,14.0
4355,8464,3,55.0,4.0,8.55,2.65,14.0,1.0,4.58,5.0,25.0,14.0
4356,8464,4,144.0,6.0,8.24,2.29,45.0,1.23,3.79,11.0,71.0,17.0
4357,8464,5,32.0,0.0,8.29,1.8,8.0,0.97,4.0,11.0,9.0,12.0
4358,8464,6,30.0,3.0,7.54,2.31,7.0,1.2,4.29,11.0,12.0,12.0
4359,8464,7,51.0,3.0,6.56,2.94,17.0,0.98,3.0,11.0,25.0,3.0
4360,8464,8,43.0,3.0,7.93,2.67,19.0,1.1,3.58,3.0,20.0,7.0
4361,8464,9,96.0,3.0,7.9,2.15,24.0,1.35,4.57,4.0,43.0,12.0
4362,8464,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4363,8464,11,99.0,3.0,7.57,2.42,26.0,1.15,3.81,4.0,41.0,7.0
4364,8464,13,107.0,3.0,8.36,2.08,23.0,1.29,4.86,13.0,35.0,11.0
4365,8464,14,35.0,3.0,5.19,2.15,10.0,1.4,3.5,13.0,19.0,11.0
4366,8464,15,79.0,0.0,8.74,2.21,22.0,1.22,3.95,7.0,38.0,9.0
4367,8464,16,86.0,4.0,7.88,2.18,19.0,1.43,4.53,9.0,28.0,12.0
4368,8464,17,127.0,9.0,7.74,2.89,38.0,1.05,3.88,8.0,47.0,11.0
4369,8464,18,48.0,9.0,7.87,1.85,17.0,1.26,4.36,5.0,23.0,8.0
4370,8464,19,56.0,0.0,9.67,2.0,17.0,1.37,4.31,5.0,22.0,8.0
4371,8464,20,83.0,0.0,8.15,2.04,21.0,1.36,4.15,5.0,34.0,16.0
4372,8464,21,60.0,0.0,5.93,3.0,18.0,1.67,4.0,5.0,30.0,14.0
4373,8464,23,99.0,3.0,7.18,2.46,29.0,1.57,3.81,4.0,59.0,12.0
4374,8464,25,30.0,3.0,5.25,2.1,11.0,1.67,3.33,0.0,22.0,12.0
4375,8464,26,20.0,0.0,5.42,4.0,5.0,1.25,4.0,0.0,12.0,0.0
4376,8464,27,83.0,0.0,8.25,2.37,22.0,1.34,4.61,5.0,41.0,11.0
4377,8464,28,59.0,0.0,7.67,2.28,17.0,1.28,3.93,7.0,27.0,12.0
4378,8464,29,158.0,0.0,6.96,2.24,55.0,1.27,3.85,14.0,67.0,23.0
4379,8464,31,127.0,0.0,7.83,2.1,35.0,1.12,3.97,10.0,49.0,15.0
4380,8464,32,80.0,3.0,6.53,2.42,20.0,1.21,4.21,7.0,26.0,14.0
4381,8464,33,85.0,3.0,7.29,2.83,25.0,1.05,3.7,7.0,39.0,9.0
4382,8464,35,42.0,0.0,6.67,2.38,12.0,1.35,3.82,7.0,18.0,6.0
4383,8464,37,42.0,3.0,8.09,2.78,13.0,1.2,3.5,7.0,21.0,6.0
4384,8464,38,41.0,0.0,8.74,1.75,13.0,1.21,4.1,7.0,22.0,4.0
4385,8464,39,15.0,3.0,6.5,2.63,6.0,0.94,3.0,0.0,5.0,0.0
4386,8464,40,71.0,3.0,8.65,2.34,16.0,1.15,4.44,7.0,34.0,8.0
4387,8464,41,65.0,3.0,9.1,1.79,18.0,1.08,4.64,8.0,23.0,12.0
4388,8464,42,85.0,5.0,7.7,2.74,24.0,1.18,3.7,4.0,41.0,7.0
4389,8464,43,27.0,0.0,9.61,2.4,8.0,1.13,3.86,4.0,9.0,6.0
4390,8464,44,94.0,4.0,6.94,2.69,28.0,1.4,3.92,4.0,38.0,13.0
4391,8464,45,79.0,3.0,7.2,2.65,19.0,1.24,4.07,5.0,40.0,12.0
4392,8464,46,2.0,3.0,7.2,2.65,3.0,1.24,4.07,5.0,40.0,12.0
4393,8464,47,28.0,0.0,8.43,2.78,7.0,1.4,4.0,3.0,12.0,12.0
4394,8464,48,72.0,0.0,7.33,2.5,21.0,1.64,3.79,4.0,31.0,9.0
4395,8464,49,57.0,0.0,7.43,2.26,15.0,1.9,4.38,3.0,25.0,8.0
4396,8464,50,68.0,0.0,6.12,2.29,13.0,1.84,5.23,3.0,38.0,10.0
4397,8464,51,47.0,4.0,6.65,2.63,16.0,1.47,3.62,3.0,23.0,4.0
4398,8464,52,68.0,0.0,7.37,1.85,18.0,1.66,4.86,4.0,21.0,7.0
4399,8464,53,66.0,0.0,6.93,2.4,16.0,1.74,4.13,0.0,13.0,11.0
4400,8464,54,81.0,0.0,6.87,1.9,24.0,1.37,4.05,0.0,49.0,9.0
4401,8464,55,54.0,0.0,6.94,2.44,19.0,1.8,3.6,0.0,25.0,9.0
4402,8464,56,17.0,0.0,7.09,4.0,5.0,1.06,4.25,0.0,11.0,6.0
4403,8464,57,79.0,3.0,7.56,2.04,29.0,1.55,3.3,3.0,33.0,16.0
4405,8479,1,34.0,3.0,10.85,1.62,14.0,1.0,4.25,6.0,13.0,12.0
4406,8479,2,39.0,3.0,9.27,2.05,13.0,0.83,3.9,6.0,16.0,3.0
4407,8479,3,35.0,4.0,8.64,1.93,13.0,0.74,2.92,5.0,19.0,3.0
4408,8479,4,60.0,8.0,9.61,2.36,19.0,0.91,3.53,7.0,27.0,9.0
4409,8479,5,50.0,8.0,9.0,2.09,15.0,1.0,3.57,8.0,26.0,6.0
4410,8479,6,38.0,8.0,9.32,2.0,15.0,2.33,4.38,4.0,9.0,7.0
4411,8479,7,43.0,8.0,9.57,2.47,16.0,0.87,4.0,5.0,23.0,7.0
4412,8479,8,29.0,3.0,7.35,3.67,12.0,0.94,3.63,5.0,20.0,4.0
4413,8479,9,35.0,3.0,9.33,1.33,19.0,0.97,2.69,5.0,18.0,4.0
4414,8479,10,62.0,3.0,9.72,2.19,18.0,1.09,3.65,5.0,25.0,3.0
4415,8479,11,15.0,3.0,11.4,2.5,6.0,0.88,3.75,3.0,5.0,3.0
4416,8479,12,44.0,3.0,10.03,2.39,11.0,0.73,4.0,5.0,17.0,3.0
4417,8479,13,74.0,3.0,8.85,2.03,18.0,1.01,4.63,8.0,40.0,3.0
4418,8479,14,17.0,3.0,9.47,2.0,8.0,1.06,4.25,8.0,11.0,3.0
4419,8479,15,76.0,3.0,9.75,2.1,21.0,1.15,4.0,6.0,39.0,7.0
4420,8479,16,36.0,3.0,8.36,2.07,8.0,0.92,4.5,6.0,14.0,7.0
4421,8479,17,16.0,3.0,8.6,2.17,5.0,1.23,3.2,3.0,5.0,3.0
4422,8479,18,84.0,3.0,9.59,2.11,26.0,0.95,4.2,8.0,45.0,6.0
4423,8479,19,29.0,3.0,9.77,2.17,14.0,0.78,2.64,8.0,13.0,6.0
4424,8479,20,25.0,0.0,8.24,1.8,13.0,0.83,3.13,8.0,12.0,6.0
4425,8479,21,59.0,0.0,9.13,1.5,19.0,0.86,3.28,9.0,30.0,3.0
4426,8479,22,26.0,0.0,9.5,2.7,9.0,0.76,3.25,3.0,6.0,0.0
4427,8479,23,53.0,3.0,9.59,2.57,20.0,1.15,4.42,7.0,32.0,3.0
4428,8479,24,48.0,3.0,8.52,2.82,14.0,1.3,3.69,5.0,27.0,7.0
4429,8479,25,11.0,0.0,10.5,2.4,5.0,0.92,3.67,5.0,5.0,7.0
4430,8479,26,14.0,0.0,12.5,1.6,7.0,0.93,4.67,3.0,4.0,7.0
4431,8479,27,2.0,0.0,12.5,1.6,2.0,0.93,4.67,3.0,4.0,7.0
4433,8568,1,85.0,0.0,11.33,1.54,33.0,0.97,3.4,14.0,24.0,13.0
4434,8568,2,87.0,0.0,12.64,1.32,35.0,0.87,3.48,18.0,26.0,13.0
4435,8568,3,85.0,0.0,11.84,1.72,27.0,0.79,3.4,18.0,24.0,8.0
4436,8568,4,83.0,0.0,10.98,1.69,25.0,1.02,3.95,11.0,31.0,12.0
4437,8568,5,79.0,3.0,11.06,1.56,27.0,0.77,3.43,13.0,29.0,8.0
4438,8568,6,77.0,3.0,12.11,1.34,28.0,0.79,3.52,18.0,24.0,3.0
4439,8568,7,70.0,3.0,12.8,1.53,26.0,0.65,3.33,19.0,11.0,3.0
4440,8568,8,104.0,0.0,11.72,1.84,42.0,0.95,3.48,21.0,27.0,13.0
4441,8568,9,67.0,0.0,13.06,1.2,37.0,0.82,2.91,18.0,15.0,8.0
4442,8568,10,29.0,0.0,13.83,1.25,13.0,0.83,3.22,9.0,11.0,8.0
4443,8568,11,78.0,0.0,11.78,1.43,26.0,0.89,3.71,15.0,24.0,10.0
4444,8568,12,86.0,3.0,12.04,1.16,34.0,0.85,3.07,21.0,33.0,8.0
4445,8568,13,65.0,0.0,11.15,1.35,24.0,1.18,4.06,13.0,22.0,8.0
4446,8568,14,9.0,0.0,12.5,1.25,4.0,0.82,3.0,3.0,22.0,0.0
4447,8568,15,10.0,0.0,12.5,1.25,2.0,0.82,3.0,3.0,22.0,0.0
4448,8568,16,85.0,0.0,13.05,1.56,27.0,0.81,3.86,20.0,26.0,8.0
4449,8568,17,119.0,3.0,11.57,1.57,46.0,0.83,3.22,30.0,46.0,6.0
4450,8568,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4451,8568,19,78.0,3.0,11.41,1.89,28.0,0.78,3.71,16.0,30.0,5.0
4452,8568,20,172.0,4.0,11.26,1.41,61.0,0.87,3.25,34.0,45.0,15.0
4453,8568,21,29.0,0.0,13.85,1.36,10.0,0.76,3.63,7.0,7.0,15.0
4455,8572,1,69.0,0.0,10.02,1.45,22.0,0.91,3.45,10.0,29.0,7.0
4456,8572,2,56.0,0.0,11.63,1.55,17.0,0.84,3.53,10.0,13.0,8.0
4457,8572,3,64.0,0.0,10.97,1.84,19.0,0.81,3.37,13.0,13.0,9.0
4458,8572,4,72.0,0.0,10.46,1.77,27.0,0.84,3.27,10.0,27.0,9.0
4459,8572,5,162.0,0.0,9.91,1.85,49.0,1.12,3.6,20.0,58.0,23.0
4460,8572,8,51.0,3.0,7.94,2.5,18.0,1.31,3.64,4.0,28.0,5.0
4461,8572,9,30.0,0.0,7.4,1.27,10.0,1.35,4.5,4.0,12.0,5.0
4463,8587,1,13.0,0.0,9.0,1.6,4.0,1.18,4.33,4.0,10.0,3.0
4464,8587,2,21.0,0.0,6.92,3.57,6.0,1.0,4.2,4.0,7.0,7.0
4465,8587,3,8.0,0.0,7.0,3.67,4.0,1.33,2.67,0.0,6.0,3.0
4466,8587,4,36.0,0.0,8.92,2.77,12.0,0.92,3.27,4.0,19.0,6.0
4467,8587,5,11.0,0.0,7.29,1.75,3.0,1.38,3.67,0.0,7.0,3.0
4468,8587,6,22.0,0.0,6.63,2.0,9.0,1.29,3.14,0.0,13.0,0.0
4469,8587,7,9.0,0.0,6.63,2.0,3.0,1.29,3.14,0.0,13.0,0.0
4470,8587,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4471,8587,9,12.0,0.0,10.63,2.75,3.0,0.0,4.0,0.0,5.0,0.0
4472,8587,10,2.0,0.0,10.63,2.75,2.0,0.0,4.0,0.0,5.0,0.0
4473,8587,11,23.0,0.0,7.4,3.0,7.0,1.28,4.6,0.0,9.0,0.0
4474,8587,12,39.0,0.0,7.07,3.0,12.0,1.56,3.55,0.0,14.0,3.0
4475,8587,13,49.0,3.0,7.34,2.75,11.0,1.26,4.9,0.0,27.0,9.0
4476,8587,14,3.0,3.0,7.34,2.75,1.0,1.26,4.9,0.0,27.0,9.0
4478,8680,1,131.0,3.0,12.38,1.73,55.0,0.77,3.37,29.0,44.0,9.0
4479,8680,2,257.0,8.0,11.2,1.76,97.0,0.93,3.29,51.0,88.0,26.0
4480,8680,3,139.0,3.0,11.35,1.63,45.0,0.87,3.66,28.0,46.0,10.0
4481,8680,4,141.0,0.0,12.26,1.26,54.0,0.8,3.36,30.0,55.0,11.0
4482,8680,5,87.0,0.0,11.38,1.59,28.0,0.86,3.48,20.0,20.0,12.0
4483,8680,6,234.0,3.0,10.86,1.75,70.0,0.85,3.71,34.0,67.0,30.0
4484,8680,7,390.0,9.0,11.64,1.62,138.0,0.9,3.39,73.0,136.0,49.0
4485,8680,8,135.0,7.0,10.65,1.94,45.0,1.06,3.75,20.0,57.0,16.0
4486,8680,9,63.0,7.0,11.28,1.65,22.0,0.88,3.71,8.0,26.0,15.0
4487,8680,10,18.0,0.0,15.23,1.11,4.0,0.72,4.5,4.0,4.0,12.0
4488,8680,11,162.0,0.0,10.86,1.84,53.0,1.01,3.68,23.0,59.0,17.0
4489,8680,12,60.0,0.0,11.77,1.36,24.0,0.87,3.16,13.0,25.0,17.0
4490,8680,13,5.0,0.0,11.77,1.36,4.0,0.87,3.16,13.0,25.0,17.0
4491,8680,14,16.0,0.0,14.89,1.6,9.0,0.94,4.0,4.0,3.0,17.0
4492,8680,15,79.0,0.0,10.33,1.69,26.0,1.16,3.76,12.0,25.0,13.0
4493,8680,16,147.0,0.0,12.89,1.53,54.0,0.78,3.77,33.0,57.0,16.0
4494,8680,17,128.0,0.0,10.19,1.57,41.0,0.79,3.56,16.0,44.0,13.0
4495,8680,18,139.0,4.0,10.59,1.92,51.0,0.91,3.23,21.0,59.0,17.0
4496,8680,19,63.0,4.0,10.9,1.46,26.0,0.71,2.74,14.0,28.0,14.0
4497,8680,20,64.0,4.0,9.2,2.05,20.0,1.1,3.76,10.0,14.0,7.0
4498,8680,21,62.0,0.0,12.02,1.61,22.0,1.03,3.88,13.0,16.0,10.0
4500,8695,1,26.0,0.0,8.6,2.11,8.0,0.93,3.71,3.0,6.0,4.0
4501,8695,2,11.0,0.0,10.0,2.0,4.0,0.42,2.75,3.0,6.0,4.0
4502,8695,3,12.0,0.0,8.5,2.25,4.0,1.09,4.0,3.0,4.0,4.0
4503,8695,4,16.0,0.0,9.18,1.75,5.0,1.33,3.2,3.0,7.0,4.0
4504,8695,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4505,8695,6,81.0,3.0,8.51,2.24,24.0,0.93,3.63,8.0,36.0,8.0
4506,8695,7,7.0,0.0,10.83,0.5,4.0,0.78,1.75,8.0,5.0,4.0
4507,8695,8,3.0,0.0,10.83,0.5,2.0,0.78,1.75,8.0,5.0,4.0
4509,8708,1,71.0,0.0,9.87,1.63,24.0,0.91,3.38,13.0,18.0,8.0
4510,8708,2,91.0,0.0,10.81,1.56,25.0,0.84,3.83,13.0,30.0,8.0
4511,8708,3,26.0,0.0,12.57,1.18,9.0,0.85,3.83,5.0,5.0,3.0
4512,8708,4,146.0,0.0,10.29,1.54,40.0,0.95,3.86,23.0,33.0,13.0
4513,8708,5,70.0,0.0,11.12,1.1,27.0,0.83,3.04,13.0,35.0,9.0
4514,8708,6,62.0,0.0,10.86,1.83,17.0,0.98,3.65,8.0,23.0,11.0
4515,8708,7,55.0,0.0,10.33,1.52,17.0,1.0,3.67,10.0,14.0,8.0
4516,8708,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4517,8708,9,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4518,8708,10,47.0,0.0,10.79,1.33,16.0,1.07,3.67,6.0,13.0,3.0
4519,8708,11,116.0,0.0,10.15,1.48,29.0,1.14,4.19,16.0,34.0,11.0
4520,8708,12,53.0,0.0,12.24,1.55,20.0,0.68,3.33,13.0,15.0,11.0
4521,8708,13,8.0,0.0,12.24,1.55,3.0,0.68,3.33,13.0,15.0,11.0
4522,8708,14,82.0,0.0,10.9,2.14,24.0,0.84,3.57,14.0,28.0,12.0
4523,8708,15,34.0,0.0,10.81,1.27,8.0,1.03,4.25,6.0,6.0,12.0
4524,8708,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4525,8708,17,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
4526,8708,18,13.0,0.0,15.29,1.5,15.0,0.93,3.25,4.0,0.0,3.0
4528,8712,1,25.0,0.0,10.45,1.29,8.0,0.74,3.57,3.0,15.0,0.0
4529,8712,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4530,8712,3,12.0,0.0,8.44,2.0,6.0,1.0,4.0,0.0,3.0,0.0
4531,8712,4,21.0,0.0,11.0,1.8,10.0,0.84,3.0,6.0,11.0,0.0
4533,8727,1,27.0,0.0,6.13,2.5,8.0,1.93,3.86,0.0,13.0,3.0
4534,8727,2,33.0,0.0,8.21,2.44,12.0,1.38,3.3,0.0,14.0,3.0
4535,8727,3,21.0,0.0,7.67,1.43,9.0,1.05,4.2,0.0,14.0,3.0
4536,8727,4,17.0,0.0,9.62,1.14,6.0,1.31,3.4,0.0,11.0,3.0
4537,8727,5,34.0,0.0,8.45,1.92,10.0,0.94,4.25,0.0,14.0,3.0
4538,8727,6,11.0,0.0,6.67,3.0,4.0,1.0,3.67,0.0,6.0,3.0
4539,8727,7,24.0,3.0,6.05,1.73,10.0,0.96,3.43,0.0,14.0,3.0
4540,8727,8,15.0,0.0,7.11,3.4,4.0,2.5,5.0,0.0,9.0,3.0
4541,8727,9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
4542,8727,10,20.0,0.0,7.75,2.14,10.0,1.0,3.33,0.0,9.0,0.0
4543,8727,11,13.0,0.0,9.45,2.4,4.0,0.93,3.25,0.0,3.0,0.0
4544,8727,12,26.0,0.0,7.06,3.33,9.0,1.04,4.33,0.0,13.0,0.0
4545,8727,13,12.0,0.0,9.89,1.0,3.0,1.5,4.0,0.0,11.0,0.0
4546,8727,14,5.0,0.0,9.89,1.0,1.0,1.5,4.0,0.0,11.0,0.0
4547,8727,15,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
4548,8727,16,32.0,0.0,8.3,3.29,9.0,1.23,3.56,0.0,20.0,0.0
4549,8727,17,36.0,0.0,6.12,1.62,13.0,1.8,3.27,0.0,20.0,3.0
4550,8727,18,31.0,0.0,7.82,2.07,11.0,1.48,4.43,0.0,11.0,3.0
4552,8731,1,185.0,0.0,9.91,1.78,60.0,1.0,3.64,21.0,56.0,15.0
4553,8731,2,55.0,0.0,12.02,1.23,16.0,0.93,3.67,10.0,22.0,11.0
4554,8731,3,82.0,0.0,10.39,1.68,27.0,1.05,3.28,16.0,31.0,12.0
4555,8731,4,107.0,0.0,11.84,1.74,35.0,0.97,3.34,23.0,39.0,12.0
4556,8731,5,30.0,0.0,11.59,2.14,15.0,0.94,3.0,9.0,8.0,12.0
4557,8731,6,88.0,3.0,9.89,2.0,32.0,0.89,3.14,17.0,26.0,11.0
4558,8731,7,74.0,0.0,12.29,1.31,25.0,0.99,3.36,14.0,16.0,8.0
4559,8731,8,26.0,0.0,11.0,2.0,10.0,1.08,3.25,3.0,10.0,5.0
4560,8731,9,27.0,0.0,10.94,1.17,10.0,1.0,3.86,7.0,8.0,5.0
4561,8731,10,46.0,0.0,9.83,1.69,14.0,1.28,4.6,4.0,17.0,4.0
4562,8731,11,59.0,0.0,9.51,1.57,16.0,1.48,4.21,4.0,10.0,6.0
4563,8731,12,48.0,0.0,10.4,1.47,14.0,1.0,3.43,8.0,11.0,6.0
4564,8731,13,102.0,0.0,11.04,1.61,32.0,1.04,3.78,18.0,47.0,10.0
4565,8731,14,161.0,4.0,11.9,1.66,59.0,0.88,3.16,32.0,78.0,17.0
4566,8731,15,31.0,0.0,9.67,2.18,12.0,0.78,3.44,4.0,11.0,17.0
4567,8731,16,75.0,0.0,11.85,1.61,28.0,0.82,3.26,15.0,23.0,6.0
4568,8731,17,72.0,0.0,10.51,1.15,26.0,0.88,3.27,11.0,15.0,9.0
4569,8731,18,85.0,4.0,9.98,2.27,30.0,1.05,3.27,12.0,28.0,9.0
4570,8731,19,81.0,4.0,10.19,1.78,26.0,1.05,3.24,10.0,31.0,8.0
4571,8731,20,78.0,4.0,10.25,1.57,24.0,1.05,3.71,14.0,20.0,11.0
4572,8731,21,91.0,3.0,10.9,1.68,36.0,0.93,3.25,18.0,39.0,10.0
4573,8731,22,28.0,0.0,10.82,1.09,15.0,0.81,2.5,8.0,10.0,7.0
4574,8731,23,32.0,0.0,9.94,1.6,8.0,1.1,4.0,4.0,10.0,8.0
4575,8731,24,102.0,0.0,10.18,1.66,32.0,1.05,3.4,19.0,37.0,9.0
4576,8731,25,66.0,0.0,11.0,1.6,23.0,0.93,3.14,16.0,28.0,8.0
4577,8731,26,35.0,0.0,12.17,1.12,12.0,1.0,3.18,9.0,15.0,8.0
4578,8731,27,10.0,0.0,11.0,2.0,4.0,0.71,2.5,3.0,5.0,5.0
4579,8731,28,11.0,0.0,9.0,1.71,6.0,0.69,2.75,3.0,4.0,0.0
4580,8731,29,12.0,0.0,12.82,0.86,6.0,0.63,2.4,4.0,3.0,0.0
4581,8731,30,15.0,0.0,15.1,0.57,6.0,0.63,3.0,4.0,6.0,0.0
4582,8731,31,11.0,0.0,12.78,1.6,6.0,0.48,2.2,4.0,5.0,0.0
4583,8731,32,6.0,0.0,9.6,0.5,3.0,0.5,2.0,4.0,5.0,0.0
4584,8731,33,7.0,0.0,10.57,2.0,3.0,0.7,2.33,4.0,5.0,0.0
4585,8731,34,13.0,0.0,11.36,1.33,6.0,1.0,3.25,4.0,5.0,0.0
4586,8731,35,14.0,0.0,12.2,0.88,4.0,0.88,3.5,3.0,6.0,0.0
4587,8731,36,10.0,0.0,12.83,0.67,4.0,0.83,3.33,3.0,4.0,0.0
4588,8731,37,22.0,3.0,11.53,2.33,9.0,0.79,3.14,5.0,13.0,0.0
4589,8731,38,11.0,3.0,10.88,2.5,5.0,1.0,3.67,5.0,4.0,0.0
4590,8731,39,60.0,3.0,11.03,2.15,16.0,1.18,3.75,6.0,16.0,10.0
4591,8731,40,54.0,0.0,10.16,1.81,17.0,1.08,3.6,11.0,23.0,7.0
4592,8731,41,20.0,0.0,13.23,1.57,7.0,0.95,4.0,3.0,10.0,3.0
4594,8746,1,17.0,0.0,8.64,2.0,9.0,1.13,4.25,3.0,6.0,0.0
4595,8746,2,41.0,0.0,8.8,2.12,17.0,1.0,3.42,5.0,15.0,4.0
